Date,Close,Open,High,Low,Volume,Percentage_change
27-Mar-17,355.75,356.75,358.25,354.25,146.44K,-0.14%
24-Mar-17,356.25,357,358,355.25,114.28K,-0.14%
23-Mar-17,356.75,358.5,359.75,356.25,125.35K,-0.56%
22-Mar-17,358.75,361.25,361.75,358.25,135.92K,-0.69%
21-Mar-17,361.25,363.5,364,359.25,153.61K,-0.62%
20-Mar-17,363.5,369,370.75,363,146.67K,-1.09%
17-Mar-17,367.5,366.25,367.75,364.5,94.24K,0.41%
16-Mar-17,366,363.5,367,363.5,111.74K,0.69%
15-Mar-17,363.5,362.25,364.75,362,107.40K,2.76%
14-Mar-17,353.75,354,358.25,353,0.52K,-0.21%
13-Mar-17,354.5,358,358.75,353.5,1.65K,-0.98%
10-Mar-17,358,360.25,360.25,356,1.74K,-0.49%
9-Mar-17,359.75,366,366.5,359.25,2.00K,-1.51%
8-Mar-17,365.25,369.25,370.25,365,7.05K,-1.15%
7-Mar-17,369.5,373,373.75,367.5,4.53K,-0.87%
6-Mar-17,372.75,375.5,377,371,3.71K,-0.53%
3-Mar-17,374.75,371.75,375.5,371.25,4.00K,0.54%
2-Mar-17,372.75,375,375.75,370.5,10.94K,-0.80%
1-Mar-17,375.75,366.25,376,365.75,11.27K,2.45%
28-Feb-17,366.75,361.5,378.75,361.25,43.46K,1.80%
27-Feb-17,360.25,364.25,365.5,359.5,227.53K,-1.03%
24-Feb-17,364,365.75,366.75,362.5,217.65K,-0.41%
23-Feb-17,365.5,370.5,371.75,365.25,176.31K,-1.48%
22-Feb-17,371,369.25,372.75,369.25,167.70K,0.47%
21-Feb-17,369.25,368.5,370.75,366.5,192.46K,0.27%
17-Feb-17,368.25,373.25,373.25,368,190.29K,-1.41%
16-Feb-17,373.5,378,380,373,202.51K,-1.39%
15-Feb-17,378.75,374,379,371.75,234.39K,1.20%
14-Feb-17,374.25,375,375.25,373,182.59K,-0.33%
13-Feb-17,375.5,373.5,376.75,371.75,243.36K,0.27%
10-Feb-17,374.5,368.5,375.5,368.5,258.23K,1.35%
9-Feb-17,369.5,369.5,372.75,367.5,302.88K,-0.34%
8-Feb-17,370.75,368,371,366.5,215.52K,0.61%
7-Feb-17,368.5,363.75,369,362.5,201.07K,1.31%
6-Feb-17,363.75,364,368.75,362.5,123.03K,-0.41%
3-Feb-17,365.25,365.75,367.75,364,131.49K,-0.61%
2-Feb-17,367.5,367.5,369.75,366.25,161.84K,-0.20%
1-Feb-17,368.25,360,368.5,358,238.05K,2.36%
31-Jan-17,359.75,358.5,361.25,357.75,144.84K,0.56%
30-Jan-17,357.75,361.5,361.75,355.75,185.50K,-1.31%
27-Jan-17,362.5,363.25,364.25,360.5,131.33K,-0.34%
26-Jan-17,363.75,366,366.75,362,115.94K,-0.68%
25-Jan-17,366.25,363.25,366.75,361,144.57K,0.83%
24-Jan-17,363.25,369.25,371,362.25,198.15K,-1.69%
23-Jan-17,369.5,369.5,370,367.5,145.75K,-0.07%
20-Jan-17,369.75,366,370,365,199.86K,0.96%
19-Jan-17,366.25,364,367.5,362.75,167.43K,0.34%
18-Jan-17,365,364.5,367.75,362.75,210.57K,-0.14%
17-Jan-17,365.5,359,366.5,358.5,317.61K,1.95%
13-Jan-17,358.5,357.5,359.5,355.25,168.02K,0.07%
12-Jan-17,358.25,357,360,353,256.25K,0.28%
11-Jan-17,357.25,357.75,358.25,352,209.46K,-0.28%
10-Jan-17,358.25,359.25,359.5,357.25,134.08K,-0.49%
9-Jan-17,360,359,360.75,355.25,185.76K,0.56%
6-Jan-17,358,360.75,362.5,356.75,166.34K,-0.90%
5-Jan-17,361.25,359.5,362.75,358.5,194.54K,0.42%
4-Jan-17,359.75,355,360,354.75,171.29K,1.12%
3-Jan-17,355.75,352,358.5,351.5,174.70K,1.07%
30-Dec-16,352,349.5,353,347.75,112.01K,0.64%
29-Dec-16,349.75,348.25,351,347.5,92.60K,0.43%
28-Dec-16,348.25,354.25,354.75,347.25,122.29K,-1.90%
27-Dec-16,355,346.5,356,346.25,132.72K,2.68%
23-Dec-16,345.75,347,347.75,345.5,79.91K,-0.43%
22-Dec-16,347.25,347.25,348,346,97.05K,0.00%
21-Dec-16,347.25,350,351.25,346.75,105.21K,-0.86%
20-Dec-16,350.25,353.25,353.75,349.25,103.80K,-0.85%
19-Dec-16,353.25,356,356.75,351.5,93.94K,-0.84%
16-Dec-16,356.25,356,359,353.5,113.01K,-0.07%
15-Dec-16,356.5,361.5,363,356.25,136.20K,1.35%
14-Dec-16,351.75,356.75,357,353.5,0.52K,-1.26%
13-Dec-16,356.25,355.25,359,353.5,1.37K,0.49%
12-Dec-16,354.5,352.25,355,349.75,2.00K,0.57%
9-Dec-16,352.5,349,352.5,344.5,1.72K,1.73%
8-Dec-16,346.5,350.25,352.75,344.25,1.94K,-1.14%
7-Dec-16,350.5,350.25,351,347.25,2.35K,-0.14%
6-Dec-16,351,348.25,354,348.25,2.55K,0.43%
5-Dec-16,349.5,337.5,350,337.5,4.15K,3.56%
2-Dec-16,337.5,332.75,338,332.75,8.16K,1.73%
1-Dec-16,331.75,337,338.25,331,8.93K,-1.48%
30-Nov-16,336.75,337.25,341.75,336,35.07K,0.00%
29-Nov-16,336.75,348,348.25,335.5,190.80K,-3.37%
28-Nov-16,348.5,349.25,353,346.75,208.95K,-0.21%
25-Nov-16,349.25,349.75,350.75,348.5,176.20K,-0.43%
23-Nov-16,350.75,350.25,351,346.5,190.75K,-0.07%
22-Nov-16,351,349.5,351.75,346,197.45K,0.36%
21-Nov-16,349.75,345.25,350,344.75,169.05K,1.23%
18-Nov-16,345.5,342,346.75,340.5,171.45K,1.02%
17-Nov-16,342,339,343.5,338.25,192.49K,1.03%
16-Nov-16,338.5,341.5,343.5,338.5,145.24K,-0.88%
15-Nov-16,341.5,337,342.25,335.75,190.52K,1.26%
14-Nov-16,337.25,340.5,341,335.5,181.71K,-0.88%
11-Nov-16,340.25,343.25,345,339,212.98K,-0.95%
10-Nov-16,343.5,341.5,346.5,340.25,261.28K,0.81%
9-Nov-16,340.75,353,355,340.5,323.41K,-3.81%
8-Nov-16,354.25,346,356.5,345,351.91K,2.31%
7-Nov-16,346.25,348,349.5,345,200.74K,-0.72%
4-Nov-16,348.75,348,349.75,345.5,126.19K,0.22%
3-Nov-16,348,346.25,348.75,345,138.70K,0.51%
2-Nov-16,346.25,348.75,350.5,344.25,217.59K,-0.79%
1-Nov-16,349,354.75,354.75,347.25,219.27K,-1.62%
31-Oct-16,354.75,355,358,352.25,171.94K,-0.07%
28-Oct-16,355,357.5,358.25,354.25,122.85K,-0.70%
27-Oct-16,357.5,353.75,358.5,352.25,197.47K,0.99%
26-Oct-16,354,349.25,355.75,349,170.68K,1.36%
25-Oct-16,349.25,348.25,352.25,347.25,127.78K,0.29%
24-Oct-16,348.25,351.5,354.5,346.25,152.70K,-1.21%
21-Oct-16,352.5,351.25,354.25,350.5,115.81K,0.43%
20-Oct-16,351,357.5,359.25,349.25,173.30K,-1.82%
19-Oct-16,357.5,353.5,358,351,168.84K,1.06%
18-Oct-16,353.75,354.25,357.5,351.5,140.47K,-0.07%
17-Oct-16,354,353,357.75,350.25,150.35K,-0.07%
14-Oct-16,354.25,349.5,358.75,348.75,275.68K,1.36%
13-Oct-16,349.5,337.5,349.75,337.25,216.23K,3.71%
12-Oct-16,337,345,348.5,336.5,219.04K,-2.46%
11-Oct-16,345.5,343,347,341,148.30K,0.66%
10-Oct-16,343.25,339.5,344.25,339.25,112.53K,1.03%
7-Oct-16,339.75,340.75,344.75,339.5,173.88K,-0.22%
6-Oct-16,340.5,347.25,347.75,338.5,178.13K,-2.08%
5-Oct-16,347.75,347.75,349.25,345.25,142.71K,-0.14%
4-Oct-16,348.25,345,349,343.5,158.04K,0.65%
3-Oct-16,346,336.25,347.75,335.25,234.81K,2.75%
30-Sep-16,336.75,329,337.5,325,258.97K,2.28%
29-Sep-16,329.25,329.75,333.5,328,119.73K,0.00%
28-Sep-16,329.25,331.75,332.5,328.75,107.53K,-0.75%
27-Sep-16,331.75,329.25,332.5,327.25,147.07K,0.84%
26-Sep-16,329,334,336.5,328.5,160.54K,-2.23%
23-Sep-16,336.5,336,338.5,333.75,150.67K,-0.07%
22-Sep-16,336.75,339.25,341.5,334.75,122.26K,-0.96%
21-Sep-16,340,339,341,338,101.26K,-0.15%
20-Sep-16,340.5,336,342.25,335,127.94K,0.96%
19-Sep-16,337.25,337.25,340,332.25,139.74K,0.07%
16-Sep-16,337,329,338.25,327.5,165.29K,2.12%
15-Sep-16,330,331.5,334.75,327.5,131.02K,2.40%
14-Sep-16,322.25,320.5,320.5,317.5,0.04K,0.94%
13-Sep-16,319.25,329.25,330,320.25,0.71K,-3.04%
12-Sep-16,329.25,329.25,330.5,326,1.20K,-0.23%
9-Sep-16,330,326.5,330.5,323.75,0.78K,0.92%
8-Sep-16,327,322,326.75,321.5,1.48K,1.87%
7-Sep-16,321,316.25,322,315,2.57K,1.34%
6-Sep-16,316.75,316,317.75,312.25,2.46K,0.08%
2-Sep-16,316.5,311,317.75,311,3.41K,1.77%
1-Sep-16,311,302,311.5,301.75,11.50K,3.15%
31-Aug-16,301.5,304,307.25,301,25.26K,-0.82%
30-Aug-16,304,311.75,312.75,303.5,132.22K,-2.49%
29-Aug-16,311.75,316.25,318.75,310.75,128.34K,-1.42%
26-Aug-16,316.25,323.5,325.25,315.75,98.58K,-2.24%
25-Aug-16,323.5,327,328.5,322.25,94.42K,-1.22%
24-Aug-16,327.5,328.25,330.5,325.5,77.91K,-0.30%
23-Aug-16,328.5,333,333,326.5,90.24K,-1.43%
22-Aug-16,333.25,333.75,334.5,330.5,71.84K,-0.30%
19-Aug-16,334.25,332.25,334.75,330,85.60K,0.68%
18-Aug-16,332,330,333,326.5,72.27K,0.53%
17-Aug-16,330.25,327.25,330.75,327,103.66K,0.84%
16-Aug-16,327.5,326.75,329,324.25,78.80K,0.31%
15-Aug-16,326.5,321.25,329,321,75.70K,1.32%
12-Aug-16,322.25,320.5,323,312,146.08K,0.39%
11-Aug-16,321,322.25,323.75,320.5,125.76K,-0.47%
10-Aug-16,322.5,322,325.5,321.25,148.92K,0.08%
9-Aug-16,322.25,325.25,326.75,322,121.42K,-0.92%
8-Aug-16,325.25,324.25,328,322.5,148.92K,0.31%
5-Aug-16,324.25,320.5,325,320,139.53K,1.09%
4-Aug-16,320.75,325,326.75,320.5,83.08K,-1.31%
3-Aug-16,325,323.75,328.75,322.25,91.70K,0.23%
2-Aug-16,324.25,325.25,327.5,319.5,120.08K,-0.46%
1-Aug-16,325.75,332.5,333.75,325.5,83.57K,-2.62%
29-Jul-16,334.5,331.25,335,328.75,102.31K,0.98%
28-Jul-16,331.25,335.75,338.5,329,88.78K,-1.34%
27-Jul-16,335.75,332.5,338,331.75,81.05K,0.98%
26-Jul-16,332.5,333.5,336.5,331,95.06K,-0.67%
25-Jul-16,334.75,335,338.25,330.25,92.72K,-0.07%
22-Jul-16,335,334.5,336.75,326.75,101.55K,0.22%
21-Jul-16,334.25,337.75,341.75,332.75,92.50K,-0.96%
20-Jul-16,337.5,344.25,346.5,335,111.93K,-1.24%
19-Jul-16,341.75,356.5,356.5,341.5,88.39K,-4.27%
18-Jul-16,357,352.25,357.5,348.25,84.62K,1.35%
15-Jul-16,352.25,356.5,361,343,104.62K,-2.76%
14-Jul-16,362.25,369.5,374.5,360,0.23K,-0.96%
13-Jul-16,365.75,353,372.75,348.5,0.67K,4.57%
12-Jul-16,349.75,343,350.25,339.75,0.39K,1.75%
11-Jul-16,343.75,354.25,354.75,341.75,1.16K,-1.72%
8-Jul-16,349.75,337.25,349,336.75,1.16K,4.25%
7-Jul-16,335.5,338.5,348,334.5,2.55K,-0.07%
6-Jul-16,335.75,344.75,346.5,333,4.29K,-2.40%
5-Jul-16,344,348,350.5,333.75,4.79K,-2.55%
1-Jul-16,353,360.75,362.25,351.75,6.93K,-1.60%
30-Jun-16,358.75,375,377.5,355.75,37.49K,-3.76%
29-Jun-16,372.75,385.5,387.25,372.25,99.43K,-3.24%
28-Jun-16,385.25,383,398.25,382.5,121.38K,0.00%
27-Jun-16,385.25,384.25,392,383,123.57K,0.20%
24-Jun-16,384.5,387.5,390,373.5,180.56K,-0.71%
23-Jun-16,387.25,392,392.75,384,164.76K,-1.46%
22-Jun-16,393,396.5,401,392.25,211.88K,-0.82%
21-Jun-16,396.25,420.5,422.25,396.25,292.42K,-5.93%
20-Jun-16,421.25,435.5,435.75,420.5,204.94K,-3.77%
17-Jun-16,437.75,425,438.25,423.5,179.12K,2.94%
16-Jun-16,425.25,426.25,429.75,420.5,196.40K,-0.87%
15-Jun-16,429,435.75,439,428.5,186.44K,-1.72%
14-Jun-16,436.5,429.5,436.75,423.5,236.33K,1.51%
13-Jun-16,430,427.5,438,427.5,304.09K,1.65%
10-Jun-16,423,426.5,437,420,291.07K,-0.82%
9-Jun-16,426.5,430.25,430.25,423.25,262.53K,-1.10%
8-Jun-16,431.25,427.25,439.25,426.5,342.76K,0.82%
7-Jun-16,427.75,426.25,428,422.5,273.08K,0.12%
6-Jun-16,427.25,419.75,427.5,419.25,223.12K,2.15%
3-Jun-16,418.25,414,419.25,410.5,183.28K,0.72%
2-Jun-16,415.25,413.75,419.5,412.5,223.63K,0.36%
1-Jun-16,413.75,404.25,414,401,213.03K,2.22%
31-May-16,404.75,412.5,413,404,205.69K,-1.94%
27-May-16,412.75,408,413.5,406.5,174.31K,1.10%
26-May-16,408.25,404,409.25,400,223.71K,0.86%
25-May-16,404.75,396.5,405,395.75,170.81K,1.82%
24-May-16,397.5,397.25,403.25,394.5,160.51K,-0.06%
23-May-16,397.75,394,399.25,391,156.43K,0.82%
20-May-16,394.5,390,396.75,389,177.95K,1.15%
19-May-16,390,397.5,397.75,385.5,229.12K,-2.38%
18-May-16,399.5,397,400.5,394,184.09K,0.63%
17-May-16,397,392.5,398,391.75,193.69K,0.76%
16-May-16,394,390.25,394.25,386.25,161.78K,3.14%
13-May-16,382,380.25,385.5,380.25,0.29K,-0.84%
12-May-16,385.25,374.75,386,374.5,0.79K,3.01%
11-May-16,374,378.5,381,371.75,1.09K,-1.19%
10-May-16,378.5,367.75,383,367,0.84K,2.92%
9-May-16,367.75,379.5,379.5,367,1.04K,-2.19%
6-May-16,376,372.25,377.5,372.25,1.55K,1.14%
5-May-16,371.75,374.5,376.75,368.5,2.45K,-0.40%
4-May-16,373.25,376.5,377.75,372.5,10.04K,-1.32%
3-May-16,378.25,390.25,393.5,375.75,5.54K,-3.07%
2-May-16,390.25,388.75,391,383.5,8.37K,0.00%
29-Apr-16,390.25,387,392,385,20.11K,0.84%
28-Apr-16,387,379.75,390.75,378.5,74.35K,1.64%
27-Apr-16,380.75,382,382.75,377,89.20K,-0.39%
26-Apr-16,382.25,377.25,383,374,110.84K,1.39%
25-Apr-16,377,371.25,385,368.5,123.10K,1.41%
22-Apr-16,371.75,384.25,384.25,370.5,174.98K,-3.32%
21-Apr-16,384.5,394,402,383.25,191.43K,-2.60%
20-Apr-16,394.75,384.5,395.5,383.25,217.78K,2.67%
19-Apr-16,384.5,380,386,380,280.51K,0.92%
18-Apr-16,381,375.25,384,375,222.14K,0.66%
15-Apr-16,378.5,373.5,380.5,372,295.45K,1.20%
14-Apr-16,374,373,374.5,369.75,296.75K,0.13%
13-Apr-16,373.5,363,374.75,363,392.88K,2.96%
12-Apr-16,362.75,357,365.5,356.75,341.62K,1.68%
11-Apr-16,356.75,362,362.25,356,249.69K,-1.52%
8-Apr-16,362.25,361.5,362.75,359,227.92K,0.21%
7-Apr-16,361.5,357.75,362,357.5,281.79K,0.98%
6-Apr-16,358,356.75,359,355,174.26K,0.35%
5-Apr-16,356.75,354.5,357,353.5,208.62K,0.63%
4-Apr-16,354.5,353.75,355,350.75,183.74K,0.14%
1-Apr-16,354,351.75,354.5,347.25,268.65K,0.71%
31-Mar-16,351.5,366.75,367.25,347.5,522.43K,-4.22%
30-Mar-16,367,372.5,374,366.75,214.61K,-1.61%
29-Mar-16,373,370.5,373,368.5,174.31K,0.67%
28-Mar-16,370.5,369.5,372,367.75,127.56K,0.14%
24-Mar-16,370,368.75,370.25,367.25,146.17K,0.41%
23-Mar-16,368.5,369.75,370,366,126.70K,-0.41%
22-Mar-16,370,369,371.75,368.75,148.11K,0.14%
21-Mar-16,369.5,366.5,370,365.75,109.50K,0.68%
18-Mar-16,367,368,369.25,366,96.10K,-0.41%
17-Mar-16,368.5,368.25,372,366.5,197.30K,0.07%
16-Mar-16,368.25,367.75,368.5,366,104.23K,-0.07%
15-Mar-16,368.5,367.75,369.25,366.25,111.21K,0.48%
14-Mar-16,366.75,366,367.75,364.25,0.39K,0.20%
11-Mar-16,366,362.5,366.25,362.25,1.78K,0.97%
10-Mar-16,362.5,358.5,363,357.75,0.80K,0.97%
9-Mar-16,359,358.75,360,356,1.75K,0.07%
8-Mar-16,358.75,355,361,354.25,1.19K,1.06%
7-Mar-16,355,357.5,358.5,354.5,1.17K,0.14%
4-Mar-16,354.5,354,357.75,353.5,2.34K,0.21%
3-Mar-16,353.75,354,355.5,351.75,4.11K,-0.21%
2-Mar-16,354.5,353.75,355.5,352.5,2.36K,0.21%
1-Mar-16,353.75,353.5,355,353,11.13K,0.07%
29-Feb-16,353.5,355,357,353,23.04K,-0.28%
26-Feb-16,354.5,355.5,356.25,352.5,120.56K,-0.28%
25-Feb-16,355.5,359.75,361.5,355,147.06K,-1.18%
24-Feb-16,359.75,362,362.75,358.75,170.41K,-0.62%
23-Feb-16,362,367,367.25,361.5,127.84K,-1.50%
22-Feb-16,367.5,366.5,369.25,366.25,218.97K,0.55%
19-Feb-16,365.5,365.25,367.5,364.75,197.44K,0.00%
18-Feb-16,365.5,367,368,365.25,231.65K,-0.48%
17-Feb-16,367.25,362.75,367.5,362,174.34K,1.17%
16-Feb-16,363,359.75,363.5,359,213.50K,1.18%
12-Feb-16,358.75,361,362,358.25,183.83K,-0.42%
11-Feb-16,360.25,360,363.25,358.5,219.26K,0.00%
10-Feb-16,360.25,361,361.75,359.25,148.37K,-0.21%
9-Feb-16,361,362.25,362.75,359.25,262.40K,-0.35%
8-Feb-16,362.25,366,367,361.5,222.97K,-0.96%
5-Feb-16,365.75,369,369.5,365.5,232.06K,-0.75%
4-Feb-16,368.5,371,373.5,368,181.87K,-0.67%
3-Feb-16,371,372,373.25,370.25,156.55K,-0.40%
2-Feb-16,372.5,371.25,373.75,369,203.48K,0.34%
1-Feb-16,371.25,371,371.75,367.75,144.22K,-0.20%
29-Jan-16,372,365.25,372.5,365,220.97K,1.78%
28-Jan-16,365.5,368.75,370.25,365,180.82K,-1.02%
27-Jan-16,369.25,368.75,371,367.5,176.39K,0.00%
26-Jan-16,369.25,369.25,372,367,167.69K,-0.14%
25-Jan-16,369.75,370,373,368,153.21K,-0.14%
22-Jan-16,370.25,366.75,371.5,366.5,163.78K,0.89%
21-Jan-16,367,368.75,372,365.5,245.07K,-0.47%
20-Jan-16,368.75,367.5,369.25,365.25,193.97K,0.27%
19-Jan-16,367.75,364,369.5,364,227.11K,1.24%
18-Jan-16,363.25,363.25,363.25,363.25,-,0.03%
17-Jan-16,363.13,363.13,363.13,363.13,-,-0.03%
15-Jan-16,363.25,358,363.5,356,179.66K,1.47%
14-Jan-16,358,357.75,360.25,355.5,163.85K,0.00%
13-Jan-16,358,356,360.75,355.5,216.87K,0.35%
12-Jan-16,356.75,352,363.75,349.5,298.18K,1.42%
11-Jan-16,351.75,357,357.25,349.5,174.49K,-1.47%
8-Jan-16,357,353,357.75,352.75,178.65K,1.13%
7-Jan-16,353,353.25,354.25,348.5,151.66K,-0.07%
6-Jan-16,353.25,353.5,354.75,350.25,138.86K,0.07%
5-Jan-16,353,352.75,356,351.75,147.26K,0.43%
4-Jan-16,351.5,359.5,360,350.5,188.75K,-2.02%
31-Dec-15,358.75,358.5,360.25,357.5,77.00K,-0.07%
30-Dec-15,359,362.5,364,358,102.10K,-0.97%
29-Dec-15,362.5,361,363,357,123.50K,0.42%
28-Dec-15,361,363.75,365.5,360.5,101.01K,-0.99%
27-Dec-15,364.63,364.63,364.63,364.63,-,0.03%
24-Dec-15,364.5,365,365.75,363.5,57.48K,-0.27%
23-Dec-15,365.5,366.5,367.75,364.5,95.52K,-0.20%
22-Dec-15,366.25,372,374.5,366,124.22K,-1.55%
21-Dec-15,372,374,377,369.75,129.72K,-0.67%
18-Dec-15,374.5,374.25,379.5,372.75,180.30K,0.07%
17-Dec-15,374.25,370.25,375,362.5,269.29K,1.22%
16-Dec-15,369.75,377,377.75,369.25,159.02K,-1.99%
15-Dec-15,377.25,378.25,379.5,375.75,103.75K,-1.18%
14-Dec-15,381.75,373.5,381.75,373.5,1.01K,2.35%
11-Dec-15,373,377,378.75,372.75,2.06K,-1.13%
10-Dec-15,377.25,372.5,379.25,371.75,2.95K,1.48%
9-Dec-15,371.75,370.75,376.75,368.5,3.55K,0.47%
8-Dec-15,370,369,371,367.25,3.12K,0.41%
7-Dec-15,368.5,375.75,376,368,3.40K,-2.06%
4-Dec-15,376.25,370,376.5,369.75,4.95K,1.62%
3-Dec-15,370.25,363.75,371.25,361.25,11.68K,1.72%
2-Dec-15,364,367,367,363.5,4.78K,-0.82%
1-Dec-15,367,365.25,368.75,364.5,10.60K,0.55%
30-Nov-15,365,359.75,366,359.25,33.64K,1.60%
27-Nov-15,359.25,365.25,365.75,358.75,73.10K,-1.84%
25-Nov-15,366,364.25,366.5,364,147.25K,0.48%
24-Nov-15,364.25,367,367.25,364,163.37K,-0.82%
23-Nov-15,367.25,362.5,367.5,360,177.57K,1.10%
20-Nov-15,363.25,363.5,366.5,362,188.67K,-0.27%
19-Nov-15,364.25,361.75,365.5,360.25,175.84K,0.69%
18-Nov-15,361.75,362,364.25,358.5,245.40K,-0.07%
17-Nov-15,362,360,362.5,358.25,195.76K,0.56%
16-Nov-15,360,358.25,360.75,357.25,139.16K,0.49%
13-Nov-15,358.25,361.5,362.25,358,165.82K,-1.04%
12-Nov-15,362,361.75,363.5,359.25,264.49K,-0.07%
11-Nov-15,362.25,360.5,363.5,359.5,274.52K,0.91%
10-Nov-15,359,367,367.75,356,428.76K,-2.11%
9-Nov-15,366.75,372.75,375.5,366.5,295.99K,-1.68%
6-Nov-15,373,374.75,375.25,370,218.10K,-0.40%
5-Nov-15,374.5,379.5,379.75,373.75,241.09K,-1.58%
4-Nov-15,380.5,379.5,383.5,376.5,245.05K,0.00%
3-Nov-15,380.5,376.5,382.25,375.75,247.28K,1.06%
2-Nov-15,376.5,381.25,381.75,376,173.28K,-1.50%
30-Oct-15,382.25,379.75,383.75,378.75,152.85K,0.59%
29-Oct-15,380,376,380.5,375.5,146.18K,1.06%
28-Oct-15,376,379.75,380.75,375.75,153.09K,-1.05%
27-Oct-15,380,384,387.5,379,205.74K,-1.17%
26-Oct-15,384.5,380,385.75,378,200.13K,1.25%
23-Oct-15,379.75,377.75,380,375,171.65K,0.40%
22-Oct-15,378.25,380.25,383.5,377.5,132.71K,-0.66%
21-Oct-15,380.75,377,381,375.5,215.67K,1.06%
20-Oct-15,376.75,372.75,377.75,372,169.21K,1.01%
19-Oct-15,373,377.25,377.5,372.5,120.05K,-1.00%
16-Oct-15,376.75,375.5,378,372.5,142.26K,0.33%
15-Oct-15,375.5,378.75,379.5,375,123.42K,-0.92%
14-Oct-15,379,384.5,386.75,378.5,137.52K,-1.43%
13-Oct-15,384.5,381,384.75,379,148.07K,0.98%
12-Oct-15,380.75,381.5,385.25,380.25,134.60K,-0.52%
9-Oct-15,382.75,391,394.25,381.5,262.77K,-2.17%
8-Oct-15,391.25,394.75,395.75,390.5,131.35K,-1.14%
7-Oct-15,395.75,397.5,399.75,393.75,146.39K,-0.63%
6-Oct-15,398.25,392.75,399,391.75,190.31K,1.21%
5-Oct-15,393.5,389.25,394,388.75,113.45K,1.09%
2-Oct-15,389.25,388,391.5,384,164.40K,0.13%
1-Oct-15,388.75,387.75,393,385,136.43K,0.26%
30-Sep-15,387.75,389,394.5,383.5,268.86K,-0.32%
29-Sep-15,389,387.25,389.5,385,128.65K,0.58%
28-Sep-15,386.75,388.75,392.5,383.75,143.67K,-0.58%
25-Sep-15,389,381.25,389.5,381,143.04K,1.97%
24-Sep-15,381.5,382.75,384,379.25,106.34K,-0.46%
23-Sep-15,383.25,379.5,384.5,379,99.20K,0.72%
22-Sep-15,380.5,384,384.5,377.25,125.42K,-1.04%
21-Sep-15,384.5,376.5,385.5,375,148.75K,1.92%
18-Sep-15,377.25,380,382.5,376.5,122.70K,-0.66%
17-Sep-15,379.75,385.25,385.5,379.25,100.75K,-1.62%
16-Sep-15,386,390,391,383,136.52K,-1.15%
15-Sep-15,390.5,392.75,395,388.75,137.58K,3.03%
14-Sep-15,379,377.5,381,375,0.74K,1.20%
11-Sep-15,374.5,361.75,374.75,357,2.23K,3.52%
10-Sep-15,361.75,356,362.25,355.5,2.09K,1.47%
9-Sep-15,356.5,353.25,359.25,353.25,4.07K,0.42%
8-Sep-15,355,354.25,355.5,351,4.76K,1.57%
4-Sep-15,349.5,348,351,346.75,5.79K,0.50%
3-Sep-15,347.75,354,354.5,347.25,8.52K,-1.77%
2-Sep-15,354,356.75,358,351.25,8.73K,-0.56%
1-Sep-15,356,362.5,362.5,355.25,14.22K,-2.13%
31-Aug-15,363.75,362.25,365.25,359.75,26.93K,0.14%
28-Aug-15,363.25,362.5,368.75,362.25,121.53K,-0.14%
27-Aug-15,363.75,362.5,367.25,360.25,128.43K,0.55%
26-Aug-15,361.75,365.25,369,361.5,82.91K,-1.03%
25-Aug-15,365.5,368,375,363.75,110.03K,-0.88%
24-Aug-15,368.75,365,370.25,354,157.28K,0.96%
21-Aug-15,365.25,370.25,372.5,364,96.22K,-1.55%
20-Aug-15,371,367,371.75,367,106.84K,1.02%
19-Aug-15,367.25,366,372,365.75,95.77K,0.27%
18-Aug-15,366.25,363,368.25,361.75,92.42K,0.83%
17-Aug-15,363.25,363.5,368,361.25,96.02K,-0.21%
14-Aug-15,364,363.75,365.75,359.75,121.63K,0.07%
13-Aug-15,363.75,358.25,364.75,355.25,171.46K,1.82%
12-Aug-15,357.25,377,382.75,346.5,213.76K,-5.11%
11-Aug-15,376.5,388.5,388.5,376,150.14K,-3.52%
10-Aug-15,390.25,374,391.5,373.75,179.13K,4.69%
7-Aug-15,372.75,370,375,366.5,135.95K,0.81%
6-Aug-15,369.75,372.5,375,369.25,90.80K,-0.80%
5-Aug-15,372.75,368.75,373.75,367.5,124.09K,1.08%
4-Aug-15,368.75,368,372.75,366.75,84.70K,0.61%
3-Aug-15,366.5,370,370.5,365,87.16K,-1.21%
31-Jul-15,371,374.75,377.5,369.25,108.95K,-0.60%
30-Jul-15,373.25,367.75,374.5,365.75,122.98K,1.50%
29-Jul-15,367.75,377.5,377.75,367,102.34K,-1.93%
28-Jul-15,375,373.5,376,370,90.25K,0.54%
27-Jul-15,373,389,389.25,372.5,168.64K,-4.97%
24-Jul-15,392.5,403.25,403.5,392,95.62K,-2.67%
23-Jul-15,403.25,403.5,405.25,398.5,91.75K,0.12%
22-Jul-15,402.75,407.25,407.5,399.75,102.95K,-0.92%
21-Jul-15,406.5,406.5,410.25,402.5,99.83K,0.37%
20-Jul-15,405,418.5,418.5,404.5,115.54K,-3.63%
17-Jul-15,420.25,428,429.5,418.25,108.36K,-2.27%
16-Jul-15,430,430.25,438.75,428.25,144.24K,0.12%
15-Jul-15,429.5,427,431.75,421,155.16K,1.30%
14-Jul-15,424,433.75,436.25,423.25,0.71K,-2.19%
13-Jul-15,433.5,427,434.25,424,1.53K,1.46%
10-Jul-15,427.25,420,431,418,1.96K,1.42%
