Week Ending Date,Report Date,Date,Weighted Price,Weighted Price adjusted to 38% moisture,Sales,Moisture Content
02/09/2013,02/13/2013,01/19,1.8179,1.7274,"9,655,014",34.75
02/09/2013,02/13/2013,01/26,1.7936,1.7079,"9,660,688",34.89
02/09/2013,02/13/2013,02/02,1.7444,1.6562,"9,462,715",34.70
02/09/2013,02/13/2013,02/09,1.6932,1.6063,"11,396,230",34.65
02/02/2013,02/06/2013,02/02,1.7442,1.6563,"9,204,908",34.71
02/02/2013,02/06/2013,01/26,1.7936,1.7079,"9,660,688",34.89
02/02/2013,02/06/2013,01/19,1.8179,1.7274,"9,655,014",34.75
02/02/2013,02/06/2013,01/12,1.8307,1.7385,"12,318,502",34.71
02/02/2013,02/06/2013,01/05,1.8057,1.7130,"10,823,056",34.64
01/26/2013,01/30/2013,12/29,1.7916,1.7043,"8,925,942",34.82
01/26/2013,01/30/2013,01/05,1.8057,1.7130,"10,823,056",34.64
01/26/2013,01/30/2013,01/12,1.8307,1.7385,"12,318,502",34.71
01/26/2013,01/30/2013,01/19,1.8179,1.7274,"9,655,014",34.75
01/26/2013,01/30/2013,01/26,1.7937,1.7081,"9,345,983",34.89
01/19/2013,01/24/2013,01/19,1.8182,1.7277,"9,614,197",34.75
01/19/2013,01/24/2013,01/12,1.8307,1.7385,"12,318,502",34.71
01/19/2013,01/24/2013,01/05,1.8057,1.7130,"10,823,056",34.64
01/19/2013,01/24/2013,12/29,1.7916,1.7043,"8,925,942",34.82
01/19/2013,01/24/2013,12/22,1.8052,1.7146,"10,220,350",34.72
01/12/2013,01/16/2013,12/15,1.8489,1.7542,"10,135,354",34.65
01/12/2013,01/16/2013,12/22,1.8052,1.7146,"10,220,350",34.72
01/12/2013,01/16/2013,12/29,1.7916,1.7043,"8,925,942",34.82
01/12/2013,01/16/2013,01/05,1.8057,1.7130,"10,823,056",34.64
01/12/2013,01/16/2013,01/12,1.8305,1.7384,"12,160,598",34.72
01/05/2013,01/09/2013,01/05,1.7943,1.7032,"10,144,228",34.68
01/05/2013,01/09/2013,12/29,1.7918,1.7045,"8,925,942",34.82
01/05/2013,01/09/2013,12/22,1.8052,1.7146,"10,220,350",34.72
01/05/2013,01/09/2013,12/15,1.8489,1.7542,"10,135,354",34.65
01/05/2013,01/09/2013,12/08,1.8963,1.8001,"9,658,474",34.69
12/29/2012,01/03/2013,12/01,1.9350,1.8361,"10,587,456",34.66
12/29/2012,01/03/2013,12/08,1.8963,1.8001,"9,658,474",34.69
12/29/2012,01/03/2013,12/15,1.8489,1.7542,"10,135,354",34.65
12/29/2012,01/03/2013,12/22,1.8052,1.7146,"10,220,350",34.72
12/29/2012,01/03/2013,12/29,1.7919,1.7046,"8,885,827",34.82
12/22/2012,12/27/2012,12/22,1.8055,1.7151,"10,055,284",34.73
12/22/2012,12/27/2012,12/15,1.8489,1.7542,"10,135,355",34.65
12/22/2012,12/27/2012,12/08,1.8963,1.8001,"9,658,474",34.69
12/22/2012,12/27/2012,12/01,1.9350,1.8361,"10,587,456",34.66
12/22/2012,12/27/2012,11/24,2.0157,1.9099,"9,020,028",34.57
12/15/2012,12/19/2012,11/17,2.1321,2.0246,"9,315,777",34.71
12/15/2012,12/19/2012,11/24,2.0157,1.9099,"9,020,028",34.57
12/15/2012,12/19/2012,12/01,1.9350,1.8361,"10,587,456",34.66
12/15/2012,12/19/2012,12/08,1.8963,1.8001,"9,658,474",34.69
12/15/2012,12/19/2012,12/15,1.8493,1.7546,"10,012,378",34.65
12/08/2012,12/12/2012,12/08,1.9059,1.8093,"9,622,035",34.69
12/08/2012,12/12/2012,12/01,1.9351,1.8366,"10,670,494",34.67
12/08/2012,12/12/2012,11/24,2.0220,1.9160,"9,514,545",34.57
12/08/2012,12/12/2012,11/17,2.1365,2.0291,"9,947,906",34.72
12/08/2012,12/12/2012,11/10,2.1723,2.0649,"9,957,053",34.78
12/01/2012,12/05/2012,11/03,2.1516,2.0451,"9,487,897",34.77
12/01/2012,12/05/2012,11/10,2.1723,2.0649,"9,957,053",34.78
12/01/2012,12/05/2012,11/17,2.1365,2.0291,"9,947,906",34.72
12/01/2012,12/05/2012,11/24,2.0220,1.9160,"9,514,545",34.57
12/01/2012,12/05/2012,12/01,1.9359,1.8373,"10,498,343",34.67
11/24/2012,11/28/2012,11/24,2.0219,1.9160,"9,523,059",34.57
11/24/2012,11/28/2012,11/17,2.1365,2.0291,"9,947,906",34.72
11/24/2012,11/28/2012,11/10,2.1723,2.0649,"9,957,053",34.78
11/24/2012,11/28/2012,11/03,2.1516,2.0451,"9,487,897",34.77
11/24/2012,11/28/2012,10/27,2.1336,2.0277,"9,993,608",34.76
11/17/2012,11/21/2012,10/20,2.1698,2.0636,"9,727,449",34.81
11/17/2012,11/21/2012,10/27,2.1336,2.0277,"9,993,608",34.76
11/17/2012,11/21/2012,11/03,2.1516,2.0451,"9,487,897",34.77
11/17/2012,11/21/2012,11/10,2.1723,2.0649,"9,957,053",34.78
11/17/2012,11/21/2012,11/17,2.1363,2.0293,"9,672,692",34.73
11/10/2012,11/15/2012,11/10,2.1723,2.0614,"9,957,053",34.66
11/10/2012,11/15/2012,11/03,2.1516,2.0450,"9,487,897",34.77
11/10/2012,11/15/2012,10/27,2.1336,2.0271,"9,993,608",34.74
11/10/2012,11/15/2012,10/20,2.1708,2.0642,"9,727,449",34.80
11/10/2012,11/15/2012,10/13,2.1419,2.0368,"10,009,813",34.80
11/03/2012,11/07/2012,10/06,2.0925,1.9971,"10,398,850",35.04
11/03/2012,11/07/2012,10/13,2.1419,2.0368,"10,009,813",34.80
11/03/2012,11/07/2012,10/20,2.1708,2.0642,"9,727,449",34.80
11/03/2012,11/07/2012,10/27,2.1336,2.0271,"9,993,608",34.74
11/03/2012,11/07/2012,11/03,2.1513,2.0446,"9,362,228",34.76
10/27/2012,10/31/2012,10/27,2.1337,2.0274,"9,819,062",34.75
10/27/2012,10/31/2012,10/20,2.1708,2.0642,"9,727,449",34.80
10/27/2012,10/31/2012,10/13,2.1419,2.0368,"10,009,813",34.80
10/27/2012,10/31/2012,10/06,2.0925,1.9971,"10,398,850",35.04
10/27/2012,10/31/2012,09/29,2.0033,1.9060,"9,603,727",34.84
10/20/2012,10/24/2012,09/22,1.9198,1.8277,"10,019,099",34.88
10/20/2012,10/24/2012,09/29,2.0033,1.9060,"9,603,727",34.84
10/20/2012,10/24/2012,10/06,2.0925,1.9971,"10,398,850",35.04
10/20/2012,10/24/2012,10/13,2.1419,2.0368,"10,009,813",34.80
10/20/2012,10/24/2012,10/20,2.1711,2.0645,"9,563,748",34.80
10/13/2012,10/17/2012,10/13,2.1406,2.0354,"9,765,871",34.79
10/13/2012,10/17/2012,10/06,2.0925,1.9971,"10,398,850",35.04
10/13/2012,10/17/2012,09/29,2.0033,1.9060,"9,603,727",34.84
10/13/2012,10/17/2012,09/22,1.9198,1.8277,"10,019,099",34.88
10/13/2012,10/17/2012,09/15,1.9164,1.8192,"10,595,790",34.69
10/06/2012,10/11/2012,09/08,1.9377,1.8330,"11,057,988",34.46
10/06/2012,10/11/2012,09/15,1.9164,1.8192,"10,595,790",34.69
10/06/2012,10/11/2012,09/22,1.9198,1.8277,"10,019,099",34.88
10/06/2012,10/11/2012,09/29,2.0033,1.9060,"9,603,727",34.84
10/06/2012,10/11/2012,10/06,2.0915,1.9963,"10,223,900",35.04
09/29/2012,10/03/2012,09/29,2.0023,1.9051,"9,486,129",34.84
09/29/2012,10/03/2012,09/22,1.9198,1.8277,"10,019,099",34.88
09/29/2012,10/03/2012,09/15,1.9165,1.8193,"10,595,790",34.69
09/29/2012,10/03/2012,09/08,1.9377,1.8330,"11,057,988",34.46
09/29/2012,10/03/2012,09/01,1.9320,1.8318,"9,670,959",34.61
09/22/2012,09/26/2012,08/25,1.9252,1.8324,"10,326,055",34.86
09/22/2012,09/26/2012,09/01,1.9320,1.8318,"9,670,959",34.61
09/22/2012,09/26/2012,09/08,1.9377,1.8330,"11,057,988",34.46
09/22/2012,09/26/2012,09/15,1.9165,1.8193,"10,595,790",34.69
09/22/2012,09/26/2012,09/22,1.9190,1.8271,"9,883,662",34.88
09/15/2012,09/19/2012,09/15,1.9163,1.8190,"10,429,969",34.69
09/15/2012,09/19/2012,09/08,1.9377,1.8330,"11,057,988",34.46
09/15/2012,09/19/2012,09/01,1.9320,1.8318,"9,670,959",34.61
09/15/2012,09/19/2012,08/25,1.9252,1.8324,"10,326,055",34.86
09/15/2012,09/19/2012,08/18,1.8698,1.7819,"9,502,681",34.94
09/08/2012,09/12/2012,08/11,1.8047,1.7137,"10,004,452",34.71
09/08/2012,09/12/2012,08/18,1.8698,1.7819,"9,502,681",34.94
09/08/2012,09/12/2012,08/25,1.9252,1.8324,"10,326,055",34.86
09/08/2012,09/12/2012,09/01,1.9320,1.8318,"9,670,959",34.61
09/08/2012,09/12/2012,09/08,1.9379,1.8330,"10,901,107",34.45
09/01/2012,09/06/2012,09/01,1.9316,1.8313,"9,461,649",34.60
09/01/2012,09/06/2012,08/25,1.9252,1.8324,"10,326,055",34.86
09/01/2012,09/06/2012,08/18,1.8699,1.7820,"9,502,681",34.94
09/01/2012,09/06/2012,08/11,1.8047,1.7137,"10,004,452",34.71
09/01/2012,09/06/2012,08/04,1.8061,1.7190,"9,465,363",34.86
08/25/2012,08/29/2012,07/28,1.8069,1.7190,"9,702,791",34.83
08/25/2012,08/29/2012,08/04,1.8061,1.7190,"9,465,363",34.86
08/25/2012,08/29/2012,08/11,1.8048,1.7138,"10,004,452",34.71
08/25/2012,08/29/2012,08/18,1.8699,1.7820,"9,502,681",34.94
08/25/2012,08/29/2012,08/25,1.9248,1.8320,"10,202,945",34.86
08/18/2012,08/22/2012,08/18,1.8690,1.7811,"9,375,014",34.94
08/18/2012,08/22/2012,08/11,1.8049,1.7139,"10,012,195",34.71
08/18/2012,08/22/2012,08/04,1.8061,1.7190,"9,465,363",34.86
08/18/2012,08/22/2012,07/28,1.8069,1.7190,"9,702,791",34.83
08/18/2012,08/22/2012,07/21,1.7715,1.6897,"9,007,986",35.00
08/11/2012,08/15/2012,07/14,1.7758,1.6930,"10,384,669",34.97
08/11/2012,08/15/2012,07/21,1.7716,1.6898,"9,007,986",35.00
08/11/2012,08/15/2012,07/28,1.8069,1.7190,"9,702,791",34.83
08/11/2012,08/15/2012,08/04,1.8061,1.7190,"9,465,363",34.86
08/11/2012,08/15/2012,08/11,1.8042,1.7132,"9,888,161",34.71
08/04/2012,08/08/2012,08/04,1.8059,1.7189,"9,342,816",34.86
08/04/2012,08/08/2012,07/28,1.8069,1.7190,"9,702,791",34.83
08/04/2012,08/08/2012,07/21,1.7716,1.6898,"9,007,986",35.00
08/04/2012,08/08/2012,07/14,1.7758,1.6930,"10,384,669",34.97
08/04/2012,08/08/2012,07/07,1.7571,1.6796,"9,515,329",35.14
07/28/2012,08/01/2012,06/30,1.7024,1.6224,"9,375,238",34.94
07/28/2012,08/01/2012,07/07,1.7571,1.6796,"9,515,329",35.14
07/28/2012,08/01/2012,07/14,1.7758,1.6930,"10,384,674",34.97
07/28/2012,08/01/2012,07/21,1.7716,1.6898,"9,007,986",35.00
07/28/2012,08/01/2012,07/28,1.8052,1.7180,"9,240,155",34.85
07/21/2012,07/25/2012,07/21,1.7712,1.6895,"8,882,984",35.00
07/21/2012,07/25/2012,07/14,1.7758,1.6930,"10,384,674",34.97
07/21/2012,07/25/2012,07/07,1.7575,1.6800,"9,515,329",35.14
07/21/2012,07/25/2012,06/30,1.7024,1.6224,"9,375,238",34.94
07/21/2012,07/25/2012,06/23,1.6582,1.5811,"8,851,220",34.98
07/14/2012,07/18/2012,06/16,1.6277,1.5496,"10,290,716",34.88
07/14/2012,07/18/2012,06/23,1.6582,1.5811,"8,851,220",34.98
07/14/2012,07/18/2012,06/30,1.7024,1.6224,"9,375,238",34.94
07/14/2012,07/18/2012,07/07,1.7575,1.6800,"9,515,329",35.14
07/14/2012,07/18/2012,07/14,1.7751,1.6925,"10,178,584",34.97
07/07/2012,07/11/2012,07/07,1.7567,1.6793,"9,107,534",35.14
07/07/2012,07/11/2012,06/30,1.7024,1.6224,"9,375,238",34.94
07/07/2012,07/11/2012,06/23,1.6582,1.5811,"8,851,220",34.98
07/07/2012,07/11/2012,06/16,1.6277,1.5496,"10,290,716",34.88
07/07/2012,07/11/2012,06/09,1.6024,1.5313,"10,300,307",35.12
06/30/2012,07/05/2012,06/02,1.5731,1.4998,"9,395,407",34.97
06/30/2012,07/05/2012,06/09,1.6024,1.5313,"10,300,307",35.12
06/30/2012,07/05/2012,06/16,1.6277,1.5496,"10,290,716",34.88
06/30/2012,07/05/2012,06/23,1.6582,1.5811,"8,851,220",34.98
06/30/2012,07/05/2012,06/30,1.7021,1.6220,"9,209,695",34.94
06/23/2012,06/27/2012,06/23,1.6582,1.5811,"8,851,220",34.98
06/23/2012,06/27/2012,06/16,1.6277,1.5496,"10,290,716",34.88
06/23/2012,06/27/2012,06/09,1.6024,1.5313,"10,300,307",35.12
06/23/2012,06/27/2012,06/02,1.5731,1.4998,"9,395,407",34.97
06/23/2012,06/27/2012,05/26,1.5678,1.4933,"9,015,572",34.91
06/16/2012,06/20/2012,05/19,1.5686,1.4887,"9,654,533",34.67
06/16/2012,06/20/2012,05/26,1.5678,1.4933,"9,015,572",34.91
06/16/2012,06/20/2012,06/02,1.5731,1.4998,"9,395,407",34.97
06/16/2012,06/20/2012,06/09,1.6024,1.5313,"10,300,307",35.12
06/16/2012,06/20/2012,06/16,1.6270,1.5492,"10,046,643",34.89
06/09/2012,06/13/2012,06/09,1.6018,1.5308,"10,137,038",35.13
06/09/2012,06/13/2012,06/02,1.5731,1.4998,"9,395,407",34.97
06/09/2012,06/13/2012,05/26,1.5678,1.4933,"9,015,572",34.91
06/09/2012,06/13/2012,05/19,1.5686,1.4887,"9,654,533",34.67
06/09/2012,06/13/2012,05/12,1.5667,1.4939,"11,368,626",34.98
06/02/2012,06/06/2012,05/05,1.5571,1.4837,"9,668,046",34.93
06/02/2012,06/06/2012,05/12,1.5667,1.4939,"11,368,626",34.98
06/02/2012,06/06/2012,05/19,1.5686,1.4887,"9,654,533",34.67
06/02/2012,06/06/2012,05/26,1.5678,1.4933,"9,015,572",34.91
06/02/2012,06/06/2012,06/02,1.5723,1.4995,"9,189,977",34.99
05/26/2012,05/31/2012,05/26,1.5677,1.4932,"8,893,111",34.91
05/26/2012,05/31/2012,05/19,1.5686,1.4887,"9,654,533",34.67
05/26/2012,05/31/2012,05/12,1.5667,1.4939,"11,368,626",34.98
05/26/2012,05/31/2012,05/05,1.5571,1.4837,"9,668,046",34.93
05/26/2012,05/31/2012,04/28,1.5663,1.4906,"11,685,181",34.85
05/19/2012,05/23/2012,04/21,1.5694,1.4891,"13,052,960",34.66
05/19/2012,05/23/2012,04/28,1.5663,1.4906,"11,685,181",34.85
05/19/2012,05/23/2012,05/05,1.5571,1.4837,"9,668,046",34.93
05/19/2012,05/23/2012,05/12,1.5667,1.4939,"11,368,626",34.98
05/19/2012,05/23/2012,05/19,1.5691,1.4887,"9,420,835",34.65
05/12/2012,05/16/2012,05/12,1.5665,1.4938,"11,245,286",34.98
05/12/2012,05/16/2012,05/05,1.5571,1.4837,"9,668,046",34.93
05/12/2012,05/16/2012,04/28,1.5663,1.4906,"11,685,181",34.85
05/12/2012,05/16/2012,04/21,1.5694,1.4891,"13,052,960",34.66
05/12/2012,05/16/2012,04/14,1.5919,1.5107,"11,520,767",34.67
05/05/2012,05/09/2012,04/07,1.6216,1.5405,"9,965,819",34.74
05/05/2012,05/09/2012,04/14,1.5919,1.5107,"11,520,767",34.67
05/05/2012,05/09/2012,04/21,1.5694,1.4891,"13,052,960",34.66
05/05/2012,05/09/2012,04/28,1.5663,1.4906,"11,685,181",34.85
05/05/2012,05/09/2012,05/05,1.5574,1.4835,"9,512,620",34.91
04/28/2012,05/02/2012,04/28,1.5658,1.4904,"11,275,140",34.87
04/28/2012,05/02/2012,04/21,1.5694,1.4891,"13,052,960",34.66
04/28/2012,05/02/2012,04/14,1.5919,1.5107,"11,520,767",34.67
04/28/2012,05/02/2012,04/07,1.6216,1.5405,"9,965,819",34.74
04/28/2012,05/02/2012,03/31,1.6713,1.5896,"9,952,335",34.81
04/21/2012,04/25/2012,03/24,1.6333,1.5549,"9,924,835",34.87
04/21/2012,04/25/2012,03/31,1.6713,1.5896,"9,952,335",34.81
04/21/2012,04/25/2012,04/07,1.6216,1.5405,"9,965,819",34.74
04/21/2012,04/25/2012,04/14,1.5919,1.5107,"11,520,767",34.67
04/21/2012,04/25/2012,04/21,1.5693,1.4891,"12,561,271",34.66
04/14/2012,04/18/2012,04/14,1.5919,1.5108,"11,356,102",34.67
04/14/2012,04/18/2012,04/07,1.6216,1.5405,"9,965,819",34.74
04/14/2012,04/18/2012,03/31,1.6713,1.5896,"9,952,335",34.81
04/14/2012,04/18/2012,03/24,1.6333,1.5549,"9,924,835",34.87
04/14/2012,04/18/2012,03/17,1.5857,1.5056,"11,921,822",34.70
04/07/2012,04/11/2012,03/10,1.5865,1.5146,"11,239,556",35.06
04/07/2012,04/11/2012,03/17,1.5857,1.5056,"11,921,822",34.70
04/07/2012,04/11/2012,03/24,1.6333,1.5549,"9,924,835",34.87
04/07/2012,04/11/2012,03/31,1.6713,1.5896,"9,952,335",34.81
04/07/2012,04/11/2012,04/07,1.6215,1.5415,"9,454,812",34.78
03/31/2012,04/04/2012,03/31,1.6727,1.5909,"9,446,921",34.81
03/31/2012,04/04/2012,03/24,1.6333,1.5549,"9,924,835",34.87
03/31/2012,04/04/2012,03/17,1.5857,1.5056,"11,921,822",34.70
03/31/2012,04/04/2012,03/10,1.5865,1.5146,"11,239,556",35.06
03/31/2012,04/04/2012,03/03,1.5837,1.5064,"10,751,088",34.82
